id,D_H,EC,EO,VE,PH,WA,NF,GLR,VC,TDS,TRS,TWS
2416,0.018629447,-0.010607058,-0.02262842,-0.01106835,0.002546664,0.007994864,0.00023944535,0.048248228,-0.027601015,-0.003577713,-0.006208379,-0.033496927
2892,0.02613738,0.008865749,0.002628526,0.050217256,0.0028233712,0.0033439277,0.0010013497,0.19927496,0.006935576,-0.0022863043,0.011770903,-0.036287624
679,0.0015371599,0.0014376811,-0.009906223,-0.013170049,-8.5919826e-05,0.005632593,0.0010739317,-0.048878454,-0.0048922994,0.055195168,7.82278e-06,0.09684682
2367,-0.02573762,0.008431058,0.0029157924,0.041553106,-0.0006604498,-0.0074184304,0.00014040778,0.11031424,-0.012423904,-0.002494247,-0.044403043,0.018193275
3554,-0.00011148542,-0.00035928568,-0.0067393375,-0.026778823,-0.0005619352,0.0049941437,-0.0009658427,-0.059486937,-0.014474056,-0.006009442,-0.07209049,0.07462572
712,-0.00809236,-0.0022557522,0.0035207658,0.025996877,-0.00096358143,-0.0206311,0.0004060637,-0.053978063,0.014352336,-0.006593365,0.027338555,-0.051484898
3909,-0.016573925,-0.0024923794,0.002412626,0.020660797,-0.00840574,-0.010157119,-0.004373694,0.075215176,-0.009744569,-0.0036291976,0.063300654,-0.046599314
2818,-0.017327704,0.011594339,0.0021295077,0.05565091,-0.004373713,-0.02549807,0.0007868245,0.16435635,-0.0062133837,-0.0026816356,0.027705159,-0.048748758
3609,0.045541633,0.025320858,-0.0030874119,0.060603358,0.0036046978,0.009542052,0.0013787132,0.2096936,0.019853579,-0.0018958834,0.010695523,0.18183652
405,0.0010642584,6.178568e-05,0.004400148,-0.02030112,-0.0005790097,0.005948943,0.0006473517,-0.13145132,0.021304918,-0.009333208,-0.021849269,-0.029328054
2559,-0.0033640156,-0.0022743568,0.0026207666,0.027767645,0.0035697932,-0.00019548181,0.0011360396,0.06291884,-0.00074434275,-0.00315467,-0.025133008,-0.032427873
1875,0.005129792,-0.0042910203,0.002739267,-0.03805925,-0.00059366005,0.016527599,0.00027107776,-0.14714994,0.015908806,-0.009801926,-0.041146006,-0.00925183
2554,0.004734422,0.0049590096,0.004032373,0.0002286717,0.02037189,0.0070219245,0.0014836742,-0.027111696,-0.011402942,-0.004712172,-0.010992072,-0.026209652
2593,-0.0039588455,-0.0015895392,0.0044227117,-0.021270804,-0.0008204924,-0.0028867263,0.0011209132,-0.10345885,-0.024101138,-0.0072746617,-0.006640247,-0.035597064
940,-0.0058778776,-0.0030496346,0.0058119753,0.028706511,0.002377853,-0.0059872936,0.0007582169,0.07334355,-0.009676462,-0.0032367355,0.014928535,-0.04464602
2326,0.0027893607,0.0024219314,-0.0050158016,-0.038206883,-0.0007440991,0.013468644,-2.874076e-06,-0.14387912,0.015850572,-0.008612005,-0.03964065,-0.0050354213
